ROWHEADER,Test,ODI,T20,IPL,name
300s,0,0,0,0,Suranga Lakmal
400s,0,0,0,0,Suranga Lakmal
Matches,30,226,84,122,Lasith Malinga
Innings,37,120,33,25,Lasith Malinga
Runs,275,567,136,88,Lasith Malinga
Balls,619,761,161,99,Lasith Malinga
Highest,64,56,27,17,Lasith Malinga
Average,11.46,6.83,6.48,5.5,Lasith Malinga
SR,44.43,74.51,84.48,88.89,Lasith Malinga
Not Out,13,37,12,9,Lasith Malinga
Fours,36,45,9,6,Lasith Malinga
Sixes,6,21,5,5,Lasith Malinga
Ducks,9,26,8,6,Lasith Malinga
50s,1,1,0,0,Lasith Malinga
100s,0,0,0,0,Lasith Malinga
200s,0,0,0,0,Lasith Malinga
300s,0,0,0,0,Lasith Malinga
400s,0,0,0,0,Lasith Malinga
Matches,2,27,14,0,Jeffrey Vandersay
Innings,4,15,8,0,Jeffrey Vandersay
Runs,71,112,20,0,Jeffrey Vandersay
Balls,77,234,20,0,Jeffrey Vandersay
Highest,53,25,8,0,Jeffrey Vandersay
Average,17.75,11.2,20,0,Jeffrey Vandersay
SR,92.21,47.87,100,0,Jeffrey Vandersay
Not Out,0,5,7,0,Jeffrey Vandersay
Fours,10,5,3,0,Jeffrey Vandersay
Sixes,2,0,0,0,Jeffrey Vandersay
Ducks,0,2,0,0,Jeffrey Vandersay
50s,1,0,0,0,Jeffrey Vandersay
100s,0,0,0,0,Jeffrey Vandersay
200s,0,0,0,0,Jeffrey Vandersay
300s,0,0,0,0,Jeffrey Vandersay
400s,0,0,0,0,Jeffrey Vandersay
Matches,28,49,16,0,Nuwan Pradeep
Innings,50,25,6,0,Nuwan Pradeep
Runs,132,35,10,0,Nuwan Pradeep
Balls,361,83,15,0,Nuwan Pradeep
Highest,17,7,8,0,Nuwan Pradeep
Average,4,4.38,10,0,Nuwan Pradeep
SR,36.57,42.17,66.67,0,Nuwan Pradeep
Not Out,17,17,5,0,Nuwan Pradeep
Fours,19,3,1,0,Nuwan Pradeep
Sixes,0,1,0,0,Nuwan Pradeep
Ducks,18,4,1,0,Nuwan Pradeep
50s,0,0,0,0,Nuwan Pradeep
100s,0,0,0,0,Nuwan Pradeep
200s,0,0,0,0,Nuwan Pradeep
300s,0,0,0,0,Nuwan Pradeep
400s,0,0,0,0,Nuwan Pradeep
Matches,16,248,115,83,Eoin Morgan
Innings,24,230,106,75,Eoin Morgan
Runs,700,7701,2458,1405,Eoin Morgan
Balls,1278,8447,1805,1146,Eoin Morgan
Highest,130,148,91,68,Eoin Morgan
Average,30.43,39.09,28.58,22.66,Eoin Morgan
SR,54.78,91.17,136.18,122.61,Eoin Morgan
Not Out,1,33,20,13,Eoin Morgan
Fours,77,654,186,112,Eoin Morgan
Sixes,6,220,120,64,Eoin Morgan
Ducks,4,18,3,6,Eoin Morgan
50s,3,47,14,5,Eoin Morgan
100s,2,14,0,0,Eoin Morgan
200s,0,0,0,0,Eoin Morgan
300s,0,0,0,0,Eoin Morgan
400s,0,0,0,0,Eoin Morgan
Matches,152,177,32,3,Joe Root
Innings,278,166,30,1,Joe Root
Runs,12972,6859,893,10,Joe Root
Balls,22568,7881,707,15,Joe Root
Highest,262,133,90,10,Joe Root
Average,50.87,47.97,35.72,10,Joe Root
SR,57.48,87.04,126.31,66.67,Joe Root
Not Out,23,23,5,0,Joe Root
Fours,1394,548,92,1,Joe Root
Sixes,45,51,16,0,Joe Root
Ducks,13,9,2,0,Joe Root
50s,65,41,5,0,Joe Root
100s,36,17,0,0,Joe Root
200s,6,0,0,0,Joe Root
300s,0,0,0,0,Joe Root
400s,0,0,0,0,Joe Root
Matches,5,116,64,21,Jason Roy
Innings,10,110,64,21,Jason Roy
Runs,187,4271,1522,614,Jason Roy
Balls,318,4047,1106,443,Jason Roy
Highest,72,180,78,91,Jason Roy
Average,18.7,39.92,23.78,32.32,Jason Roy
SR,58.81,105.54,137.62,138.61,Jason Roy
Not Out,0,3,0,2,Jason Roy
Fours,26,511,153,75,Jason Roy
Sixes,1,81,69,21,Jason Roy
Ducks,1,11,7,0,Jason Roy
50s,1,21,8,4,Jason Roy
100s,0,12,0,0,Jason Roy
200s,0,0,0,0,Jason Roy
300s,0,0,0,0,Jason Roy
400s,0,0,0,0,Jason Roy
Matches,22,30,62,1,Dawid Malan
Innings,39,30,60,1,Dawid Malan
Runs,1074,1450,1892,26,Dawid Malan
Balls,2622,1488,1428,26,Dawid Malan
Highest,140,140,103,26,Dawid Malan
Average,27.54,55.77,36.38,26,Dawid Malan
SR,40.97,97.45,132.50,100.00,Dawid Malan
Not Out,0,4,8,0,Dawid Malan
Fours,146,150,194,1,Dawid Malan
Sixes,1,32,62,1,Dawid Malan
Ducks,2,5,2,0,Dawid Malan
50s,9,7,16,0,Dawid Malan
100s,1,6,1,0,Dawid Malan
200s,0,0,0,0,Dawid Malan
300s,0,0,0,0,Dawid Malan
400s,0,0,0,0,Dawid Malan
Matches,68,138,92,70,Moeen Ali
Innings,118,112,75,58,Moeen Ali
Runs,3094,2355,1229,1167,Moeen Ali
Balls,5973,2398,863,833,Moeen Ali
Highest,155,128,72,93,Moeen Ali
Average,28.13,24.28,21.19,22.44,Moeen Ali
SR,51.80,98.21,142.42,140.10,Moeen Ali
Not Out,8,15,17,6,Moeen Ali
Fours,375,203,88,95,Moeen Ali
Sixes,34,78,68,67,Moeen Ali
Ducks,15,6,9,5,Moeen Ali
50s,15,6,7,6,Moeen Ali
100s,5,3,0,0,Moeen Ali
200s,0,0,0,0,Moeen Ali
300s,0,0,0,0,Moeen Ali
400s,0,0,0,0,Moeen Ali
Matches,110,114,43,45,Ben Stokes
Innings,198,99,36,44,Ben Stokes
Runs,6719,3463,585,935,Ben Stokes
Balls,11251,3619,457,698,Ben Stokes
Highest,258,182,52,107,Ben Stokes
Average,35.55,41.23,21.67,24.61,Ben Stokes
SR,59.72,95.69,128.01,133.96,Ben Stokes
Not Out,9,15,9,6,Ben Stokes
Fours,779,282,42,81,Ben Stokes
Sixes,133,109,22,32,Ben Stokes
Ducks,15,7,1,3,Ben Stokes
50s,35,24,1,2,Ben Stokes
100s,13,5,0,2,Ben Stokes
200s,1,0,0,0,Ben Stokes
300s,0,0,0,0,Ben Stokes
400s,0,0,0,0,Ben Stokes
Matches,1,39,60,45,Liam Livingstone
Innings,2,36,47,44,Liam Livingstone
Runs,16,932,955,1022,Liam Livingstone
Balls,18,862,641,640,Liam Livingstone
Highest,9,124,103,94,Liam Livingstone
Average,16,31.07,25.13,27.62,Liam Livingstone
SR,88.89,108.13,148.99,159.69,Liam Livingstone
Not Out,1,6,9,7,Liam Livingstone
Fours,0,58,54,69,Liam Livingstone
Sixes,1,50,59,73,Liam Livingstone
Ducks,0,4,3,2,Liam Livingstone
50s,0,4,2,7,Liam Livingstone
100s,0,1,1,0,Liam Livingstone
200s,0,0,0,0,Liam Livingstone
300s,0,0,0,0,Liam Livingstone
400s,0,0,0,0,Liam Livingstone
Matches,57,122,33,21,Chris Woakes
Innings,92,88,17,12,Chris Woakes
Runs,1970,1524,146,78,Chris Woakes
Balls,3688,1710,117,77,Chris Woakes
Highest,137,95,37,18,Chris Woakes
Average,26.27,23.81,16.22,13,Chris Woakes
SR,53.42,89.13,124.79,101.30,Chris Woakes
Not Out,17,24,8,6,Chris Woakes
Fours,250,118,9,7,Chris Woakes
Sixes,7,21,7,2,Chris Woakes
Ducks,10,8,2,0,Chris Woakes
50s,7,6,0,0,Chris Woakes
100s,1,0,0,0,Chris Woakes
200s,0,0,0,0,Chris Woakes
300s,0,0,0,0,Chris Woakes
400s,0,0,0,0,Chris Woakes
Matches,2,28,30,13,Tom Curran
Innings,3,17,13,10,Tom Curran
Runs,66,303,64,127,Tom Curran
Balls,120,321,56,107,Tom Curran
Highest,39,47,14,54,Tom Curran
Average,33,37.88,10.67,25.4,Tom Curran
SR,55.00,94.40,114.29,118.70,Tom Curran
Not Out,1,9,7,5,Tom Curran
Fours,12,29,1,10,Tom Curran
Sixes,0,5,4,3,Tom Curran
Ducks,0,2,0,0,Tom Curran
50s,0,0,0,1,Tom Curran
100s,0,0,0,0,Tom Curran
200s,0,0,0,0,Tom Curran
300s,0,0,0,0,Tom Curran
400s,0,0,0,0,Tom Curran
Matches,0,3,9,0,Lewis Gregory
Innings,0,2,7,0,Lewis Gregory
Runs,0,117,45,0,Lewis Gregory
Balls,0,116,41,0,Lewis Gregory
Highest,0,77,15,0,Lewis Gregory
Average,0,58.5,7.5,0,Lewis Gregory
SR,0,100.87,109.76,0,Lewis Gregory
Not Out,0,0,1,0,Lewis Gregory
Fours,0,10,2,0,Lewis Gregory
Sixes,0,3,2,0,Lewis Gregory
Ducks,0,0,1,0,Lewis Gregory
50s,0,1,0,0,Lewis Gregory
100s,0,0,0,0,Lewis Gregory
200s,0,0,0,0,Lewis Gregory
300s,0,0,0,0,Lewis Gregory
400s,0,0,0,0,Lewis Gregory
Matches,24,35,58,61,Sam Curran
Innings,38,27,34,50,Sam Curran
Runs,815,597,356,895,Sam Curran
Balls,1271,649,286,669,Sam Curran
Highest,78,95,50,63,Sam Curran
Average,24.7,24.88,14.24,24.19,Sam Curran
SR,64.13,91.99,124.48,133.79,Sam Curran
Not Out,5,3,9,13,Sam Curran
Fours,96,37,21,74,Sam Curran
Sixes,21,22,15,37,Sam Curran
Ducks,7,1,0,4,Sam Curran
50s,3,2,1,5,Sam Curran
100s,0,0,0,0,Sam Curran
200s,0,0,0,0,Sam Curran
300s,0,0,0,0,Sam Curran
400s,0,0,0,0,Sam Curran
Matches,100,107,80,50,Jonny Bairstow
Innings,178,98,72,50,Jonny Bairstow
Runs,6042,3868,1671,1589,Jonny Bairstow
Balls,10228,3758,1215,1100,Jonny Bairstow
Highest,167,141,90,114,Jonny Bairstow
Average,36.4,42.98,29.84,34.54,Jonny Bairstow
SR,59.08,102.93,137.54,144.46,Jonny Bairstow
Not Out,12,8,16,4,Jonny Bairstow
Fours,721,437,148,166,Jonny Bairstow
Sixes,56,92,76,69,Jonny Bairstow
Ducks,17,9,6,3,Jonny Bairstow
50s,26,17,10,9,Jonny Bairstow
100s,12,11,0,2,Jonny Bairstow
200s,0,0,0,0,Jonny Bairstow
300s,0,0,0,0,Jonny Bairstow
400s,0,0,0,0,Jonny Bairstow
Matches,57,187,134,113,Jos Buttler
Innings,100,160,123,112,Jos Buttler
Runs,2907,5196,3535,3800,Jos Buttler
Balls,5365,4506,2411,2566,Jos Buttler
Highest,152,162,101,124,Jos Buttler
Average,31.95,39.07,35.35,38.38,Jos Buttler
SR,54.19,115.32,146.62,148.10,Jos Buttler
Not Out,9,27,23,13,Jos Buttler
Fours,339,414,322,376,Jos Buttler
Sixes,33,173,152,170,Jos Buttler
Ducks,9,14,8,8,Jos Buttler
50s,18,27,26,21,Jos Buttler
100s,2,11,1,7,Jos Buttler
200s,0,0,0,0,Jos Buttler
300s,0,0,0,0,Jos Buttler
400s,0,0,0,0,Jos Buttler
Matches,3,28,37,30,Sam Billings
Innings,3,23,33,27,Sam Billings
Runs,66,702,478,503,Sam Billings
Balls,114,771,368,388,Sam Billings
Highest,36,118,87,56,Sam Billings
Average,22,33.43,17.07,19.35,Sam Billings
SR,57.90,91.06,129.90,129.64,Sam Billings
Not Out,0,2,5,1,Sam Billings
Fours,10,74,41,40,Sam Billings
Sixes,0,8,16,20,Sam Billings
Ducks,0,1,1,3,Sam Billings
50s,0,5,2,3,Sam Billings
100s,0,1,0,0,Sam Billings
200s,0,0,0,0,Sam Billings
300s,0,0,0,0,Sam Billings
400s,0,0,0,0,Sam Billings
Matches,19,149,124,3,Adil Rashid
Innings,33,79,41,2,Adil Rashid
Runs,540,934,155,22,Adil Rashid
Balls,1270,971,175,16,Adil Rashid
Highest,61,69,22,18,Adil Rashid
Average,19.29,17.3,7.38,11,Adil Rashid
SR,42.52,96.19,88.58,137.50,Adil Rashid
Not Out,5,25,20,0,Adil Rashid
Fours,62,91,12,2,Adil Rashid
Sixes,4,13,1,1,Adil Rashid
Ducks,3,8,3,0,Adil Rashid
50s,2,1,0,0,Adil Rashid
100s,0,0,0,0,Adil Rashid
200s,0,0,0,0,Adil Rashid
300s,0,0,0,0,Adil Rashid
400s,0,0,0,0,Adil Rashid
Matches,37,70,38,5,Mark Wood
Innings,62,29,7,3,Mark Wood
Runs,807,168,27,12,Mark Wood
Balls,1141,167,28,8,Mark Wood
Highest,52,43,10,10,Mark Wood
Average,15.82,12.92,13.5,6,Mark Wood
SR,70.73,100.60,96.43,150.00,Mark Wood
Not Out,11,16,5,1,Mark Wood
Fours,107,16,2,1,Mark Wood
Sixes,20,5,0,1,Mark Wood
Ducks,10,5,1,0,Mark Wood
50s,1,0,0,0,Mark Wood
100s,0,0,0,0,Mark Wood
200s,0,0,0,0,Mark Wood
300s,0,0,0,0,Mark Wood
400s,0,0,0,0,Mark Wood
Matches,13,31,34,47,Jofra Archer
Innings,20,18,12,29,Jofra Archer
Runs,155,162,82,220,Jofra Archer
Balls,306,150,62,142,Jofra Archer
Highest,30,38,21,27,Jofra Archer
Average,7.75,18,11.71,13.75,Jofra Archer
SR,50.66,108.00,132.26,154.93,Jofra Archer
Not Out,0,9,5,13,Jofra Archer
Fours,22,18,6,11,Jofra Archer
Sixes,1,5,4,16,Jofra Archer
Ducks,3,2,3,4,Jofra Archer
50s,0,0,0,0,Jofra Archer
100s,0,0,0,0,Jofra Archer
200s,0,0,0,0,Jofra Archer
300s,0,0,0,0,Jofra Archer
400s,0,0,0,0,Jofra Archer
Matches,5,10,1,0,Olly Stone
Innings,10,6,1,0,Olly Stone
Runs,102,24,0,0,Olly Stone
Balls,234,35,1,0,Olly Stone
Highest,20,9,0,0,Olly Stone
Average,11.33,8,0,0,Olly Stone
SR,43.59,68.58,0.00,0,Olly Stone
Not Out,1,3,0,0,Olly Stone
Fours,12,2,0,0,Olly Stone
Sixes,1,0,0,0,Olly Stone
Ducks,2,0,1,0,Olly Stone
50s,0,0,0,0,Olly Stone
100s,0,0,0,0,Olly Stone
200s,0,0,0,0,Olly Stone
300s,0,0,0,0,Olly Stone
400s,0,0,0,0,Olly Stone
Matches,0,30,35,5,Reece Topley
Innings,0,14,10,1,Reece Topley
Runs,0,35,17,3,Reece Topley
Balls,0,70,20,6,Reece Topley
Highest,0,15,9,3,Reece Topley
Average,0,11.67,8.5,0,Reece Topley
SR,0,50.00,85.00,50.00,Reece Topley
Not Out,0,11,8,1,Reece Topley
Fours,0,3,1,0,Reece Topley
Sixes,0,1,0,0,Reece Topley
Ducks,0,1,1,0,Reece Topley
50s,0,0,0,0,Reece Topley
100s,0,0,0,0,Reece Topley
200s,0,0,0,0,Reece Topley
300s,0,0,0,0,Reece Topley
400s,0,0,0,0,Reece Topley
Matches,8,35,95,34,Chris Jordan
Innings,11,24,57,13,Chris Jordan
Runs,180,184,439,81,Chris Jordan
Balls,320,211,340,77,Chris Jordan
Highest,35,38,36,30,Chris Jordan
Average,18,12.27,13.72,8.1,Chris Jordan
SR,56.25,87.21,129.12,105.20,Chris Jordan
Not Out,1,9,25,3,Chris Jordan
Fours,24,12,31,3,Chris Jordan
Sixes,1,5,21,3,Chris Jordan
Ducks,0,3,3,1,Chris Jordan
50s,0,0,0,0,Chris Jordan
100s,0,0,0,0,Chris Jordan
200s,0,0,0,0,Chris Jordan
300s,0,0,0,0,Chris Jordan
400s,0,0,0,0,Chris Jordan
Matches,69,143,50,148,Faf du Plessis
Innings,118,136,50,141,Faf du Plessis
Runs,4163,5507,1528,4652,Faf du Plessis
Balls,8986,6218,1137,3404,Faf du Plessis
Highest,199,185,119,96,Faf du Plessis
Average,40.03,46.67,35.53,35.78,Faf du Plessis
SR,46.33,88.57,134.39,136.67,Faf du Plessis
Not Out,14,18,7,11,Faf du Plessis
Fours,516,495,140,427,Faf du Plessis
Sixes,21,66,50,171,Faf du Plessis
Ducks,9,3,0,7,Faf du Plessis
50s,21,35,10,38,Faf du Plessis
100s,10,12,1,0,Faf du Plessis
200s,0,0,0,0,Faf du Plessis
300s,0,0,0,0,Faf du Plessis
400s,0,0,0,0,Faf du Plessis
Matches,0,178,130,137,David Miller
Innings,0,154,114,131,David Miller
Runs,0,4611,2593,3021,David Miller
Balls,0,4447,1842,2173,David Miller
Highest,0,139,106,101,David Miller
Average,0,42.3,33.24,35.96,David Miller
SR,0,103.69,140.78,139.03,David Miller
Not Out,0,45,36,47,David Miller
Fours,0,342,168,216,David Miller
Sixes,0,144,130,137,David Miller
Ducks,0,9,3,4,David Miller
50s,0,24,8,13,David Miller
100s,0,7,2,1,David Miller
200s,0,0,0,0,David Miller
300s,0,0,0,0,David Miller
400s,0,0,0,0,David Miller
Matches,45,77,57,51,Aiden Markram
Innings,82,73,53,49,Aiden Markram
Runs,2857,2371,1367,1203,Aiden Markram
Balls,4803,2436,950,905,Aiden Markram
Highest,152,175,70,68,Aiden Markram
Average,35.71,37.05,30.38,30.08,Aiden Markram
SR,59.49,97.34,143.90,132.93,Aiden Markram
Not Out,2,9,8,9,Aiden Markram
Fours,412,236,123,94,Aiden Markram
Sixes,14,55,56,44,Aiden Markram
Ducks,6,4,2,2,Aiden Markram
50s,13,12,9,7,Aiden Markram
100s,7,3,0,0,Aiden Markram
200s,0,0,0,0,Aiden Markram
300s,0,0,0,0,Aiden Markram
400s,0,0,0,0,Aiden Markram
Matches,18,71,50,3,Rassie van der Dussen
Innings,32,66,46,3,Rassie van der Dussen
Runs,905,2657,1257,22,Rassie van der Dussen
Balls,2221,3053,971,24,Rassie van der Dussen
Highest,98,134,94,12,Rassie van der Dussen
Average,30.17,50.13,33.97,11,Rassie van der Dussen
SR,40.75,87.03,129.46,91.67,Rassie van der Dussen
Not Out,2,13,9,1,Rassie van der Dussen
Fours,101,206,73,2,Rassie van der Dussen
Sixes,4,50,60,0,Rassie van der Dussen
Ducks,3,3,2,0,Rassie van der Dussen
50s,6,17,9,0,Rassie van der Dussen
100s,0,6,0,0,Rassie van der Dussen
200s,0,0,0,0,Rassie van der Dussen
300s,0,0,0,0,Rassie van der Dussen
400s,0,0,0,0,Rassie van der Dussen
Matches,46,199,81,83,Jean
Innings,74,179,75,77,Jean
Runs,2103,5117,1934,2029,Jean
Balls,4544,6050,1532,1636,Jean
Highest,166,150,96,78,Jean
Average,32.86,36.81,38.68,39.78,Jean
SR,46.29,84.58,126.25,124.03,Jean
Not Out,10,40,25,26,Jean
Fours,251,347,138,126,Jean
Sixes,13,75,71,79,Jean
Ducks,9,7,6,1,Jean
50s,8,27,11,14,Jean
100s,6,4,0,0,Jean
200s,0,0,0,0,Jean
300s,0,0,0,0,Jean
400s,0,0,0,0,Jean
Matches,4,85,42,0,Andile Phehlukwayo
Innings,4,57,25,0,Andile Phehlukwayo
Runs,19,884,166,0,Andile Phehlukwayo
Balls,39,1027,153,0,Andile Phehlukwayo
Highest,9,69,27,0,Andile Phehlukwayo
Average,9.5,23.26,9.22,0,Andile Phehlukwayo
SR,48.72,86.08,108.50,0,Andile Phehlukwayo
Not Out,2,19,7,0,Andile Phehlukwayo
Fours,3,77,16,0,Andile Phehlukwayo
Sixes,0,36,5,0,Andile Phehlukwayo
Ducks,1,5,7,0,Andile Phehlukwayo
50s,0,2,0,0,Andile Phehlukwayo
100s,0,0,0,0,Andile Phehlukwayo
200s,0,0,0,0,Andile Phehlukwayo
300s,0,0,0,0,Andile Phehlukwayo
400s,0,0,0,0,Andile Phehlukwayo
Matches,3,27,30,7,Dwaine Pretorius
Innings,6,13,17,5,Dwaine Pretorius
Runs,83,192,261,44,Dwaine Pretorius
Balls,163,224,159,28,Dwaine Pretorius
Highest,37,50,77,22,Dwaine Pretorius
Average,13.83,16,21.75,11,Dwaine Pretorius
SR,50.93,85.72,164.16,157.15,Dwaine Pretorius
Not Out,0,1,5,1,Dwaine Pretorius
Fours,13,14,22,3,Dwaine Pretorius
Sixes,1,5,15,3,Dwaine Pretorius
Ducks,1,1,2,1,Dwaine Pretorius
50s,0,1,1,0,Dwaine Pretorius
100s,0,0,0,0,Dwaine Pretorius
200s,0,0,0,0,Dwaine Pretorius
300s,0,0,0,0,Dwaine Pretorius
400s,0,0,0,0,Dwaine Pretorius
Matches,4,42,23,81,Chris Morris
Innings,7,27,13,51,Chris Morris
Runs,173,468,133,618,Chris Morris
Balls,362,465,102,398,Chris Morris
Highest,69,62,55,82,Chris Morris
Average,24.71,20.35,14.78,22.07,Chris Morris
SR,47.80,100.65,130.40,155.28,Chris Morris
Not Out,0,4,4,23,Chris Morris
Fours,25,36,12,41,Chris Morris
Sixes,0,15,5,35,Chris Morris
Ducks,0,0,3,9,Chris Morris
50s,1,1,1,2,Chris Morris
100s,0,0,0,0,Chris Morris
200s,0,0,0,0,Chris Morris
300s,0,0,0,0,Chris Morris
400s,0,0,0,0,Chris Morris
Matches,54,155,92,114,Quinton de Kock
Innings,91,155,91,114,Quinton de Kock
Runs,3300,6770,2584,3300,Quinton de Kock
Balls,4652,7005,1868,2456,Quinton de Kock
Highest,141,178,100,140,Quinton de Kock
Average,38.82,45.74,31.51,30.84,Quinton de Kock
SR,70.94,96.65,138.33,134.37,Quinton de Kock
Not Out,6,7,9,7,Quinton de Kock
Fours,411,771,264,325,Quinton de Kock
Sixes,33,118,103,134,Quinton de Kock
Ducks,7,4,7,4,Quinton de Kock
50s,22,30,16,24,Quinton de Kock
100s,6,21,1,2,Quinton de Kock
200s,0,0,0,0,Quinton de Kock
300s,0,0,0,0,Quinton de Kock
400s,0,0,0,0,Quinton de Kock
Matches,20,107,38,59,Imran Tahir
Innings,23,36,4,9,Imran Tahir
Runs,130,157,19,33,Imran Tahir
Balls,235,225,18,37,Imran Tahir
Highest,29,29,9,13,Imran Tahir
Average,9.29,7.85,19,8.25,Imran Tahir
SR,55.32,69.78,105.56,89.19,Imran Tahir
Not Out,9,16,3,5,Imran Tahir
Fours,18,21,1,5,Imran Tahir
Sixes,1,1,1,0,Imran Tahir
Ducks,2,6,0,0,Imran Tahir
50s,0,0,0,0,Imran Tahir
100s,0,0,0,0,Imran Tahir
200s,0,0,0,0,Imran Tahir
300s,0,0,0,0,Imran Tahir
400s,0,0,0,0,Imran Tahir
Matches,70,106,65,82,Kagiso Rabada
Innings,106,45,24,32,Kagiso Rabada
Runs,1030,401,156,213,Kagiso Rabada
Balls,2053,507,141,198,Kagiso Rabada
Highest,47,31,22,44,Kagiso Rabada
Average,11.98,14.85,17.33,12.53,Kagiso Rabada
SR,50.18,79.10,110.64,107.58,Kagiso Rabada
Not Out,20,18,15,15,Kagiso Rabada
Fours,135,30,14,16,Kagiso Rabada
Sixes,16,12,5,9,Kagiso Rabada
Ducks,20,2,4,4,Kagiso Rabada
50s,0,0,0,0,Kagiso Rabada
100s,0,0,0,0,Kagiso Rabada
200s,0,0,0,0,Kagiso Rabada
300s,0,0,0,0,Kagiso Rabada
400s,0,0,0,0,Kagiso Rabada
Matches,19,67,43,14,Lungi Ngidi
Innings,30,27,13,0,Lungi Ngidi
Runs,97,124,41,0,Lungi Ngidi
Balls,229,236,52,0,Lungi Ngidi
Highest,19,20,13,0,Lungi Ngidi
Average,4.85,11.27,8.2,0,Lungi Ngidi
SR,42.36,52.55,78.85,0,Lungi Ngidi
Not Out,10,16,8,0,Lungi Ngidi
Fours,14,8,4,0,Lungi Ngidi
Sixes,1,6,0,0,Lungi Ngidi
Ducks,8,5,2,0,Lungi Ngidi
50s,0,0,0,0,Lungi Ngidi
100s,0,0,0,0,Lungi Ngidi
200s,0,0,0,0,Lungi Ngidi
300s,0,0,0,0,Lungi Ngidi
400s,0,0,0,0,Lungi Ngidi
Matches,2,55,70,5,Tabraiz Shamsi
Innings,4,15,14,1,Tabraiz Shamsi
Runs,20,39,10,2,Tabraiz Shamsi
Balls,48,69,27,4,Tabraiz Shamsi
Highest,18,11,4,2,Tabraiz Shamsi
Average,20,9.75,2,0,Tabraiz Shamsi
SR,41.67,56.53,37.04,50.00,Tabraiz Shamsi
Not Out,3,11,9,1,Tabraiz Shamsi
Fours,2,4,0,0,Tabraiz Shamsi
Sixes,0,0,0,0,Tabraiz Shamsi
Ducks,0,3,5,0,Tabraiz Shamsi
50s,0,0,0,0,Tabraiz Shamsi
100s,0,0,0,0,Tabraiz Shamsi
200s,0,0,0,0,Tabraiz Shamsi
300s,0,0,0,0,Tabraiz Shamsi
400s,0,0,0,0,Tabraiz Shamsi
Matches,1,10,19,7,Beuran Hendricks
Innings,2,4,5,3,Beuran Hendricks
Runs,9,24,18,1,Beuran Hendricks
Balls,18,45,23,3,Beuran Hendricks
Highest,5,18,12,1,Beuran Hendricks
Average,9,8,6,1,Beuran Hendricks
SR,50.00,53.34,78.27,33.34,Beuran Hendricks
Not Out,1,1,2,2,Beuran Hendricks
Fours,1,2,0,0,Beuran Hendricks
Sixes,0,0,1,0,Beuran Hendricks
Ducks,0,0,1,1,Beuran Hendricks
50s,0,0,0,0,Beuran Hendricks
100s,0,0,0,0,Beuran Hendricks
200s,0,0,0,0,Beuran Hendricks
300s,0,0,0,0,Beuran Hendricks
400s,0,0,0,0,Beuran Hendricks
Matches,56,122,26,1,Darren Bravo
Innings,102,117,22,1,Darren Bravo
Runs,3538,3109,405,6,Darren Bravo
Balls,7886,4434,379,5,Darren Bravo
Highest,218,124,43,6,Darren Bravo
Average,36.1,29.61,21.32,0,Darren Bravo
SR,44.87,70.12,106.87,120.00,Darren Bravo
Not Out,4,12,3,1,Darren Bravo
Fours,405,252,32,1,Darren Bravo
Sixes,41,75,14,0,Darren Bravo
Ducks,5,9,3,0,Darren Bravo
50s,17,18,0,0,Darren Bravo
100s,8,4,0,0,Darren Bravo
200s,1,0,0,0,Darren Bravo
300s,0,0,0,0,Darren Bravo
400s,0,0,0,0,Darren Bravo
Matches,103,301,79,142,Chris Gayle
Innings,182,294,75,141,Chris Gayle
Runs,7215,10480,1899,4965,Chris Gayle
Balls,11970,12019,1381,3333,Chris Gayle
Highest,333,215,117,175,Chris Gayle
Average,42.19,37.7,27.93,39.72,Chris Gayle
SR,60.28,87.20,137.51,148.97,Chris Gayle
Not Out,11,16,7,16,Chris Gayle
Fours,1046,1128,158,405,Chris Gayle
Sixes,98,331,124,357,Chris Gayle
Ducks,15,25,4,8,Chris Gayle
50s,37,54,14,31,Chris Gayle
100s,15,25,2,6,Chris Gayle
200s,3,1,0,0,Chris Gayle
300s,2,0,0,0,Chris Gayle
400s,0,0,0,0,Chris Gayle
Matches,0,63,61,27,Evin Lewis
Innings,0,60,60,26,Evin Lewis
Runs,0,2131,1643,654,Evin Lewis
Balls,0,2472,1081,477,Evin Lewis
Highest,0,176,125,65,Evin Lewis
Average,0,38.05,28.82,27.25,Evin Lewis
SR,0,86.21,151.99,137.11,Evin Lewis
Not Out,0,4,3,2,Evin Lewis
Fours,0,206,125,62,Evin Lewis
Sixes,0,69,124,36,Evin Lewis
Ducks,0,3,5,2,Evin Lewis
50s,0,11,12,4,Evin Lewis
100s,0,5,2,0,Evin Lewis
200s,0,0,0,0,Evin Lewis
300s,0,0,0,0,Evin Lewis
400s,0,0,0,0,Evin Lewis
Matches,16,56,62,79,Shimron Hetmyer
Innings,30,51,52,73,Shimron Hetmyer
Runs,838,1539,942,1407,Shimron Hetmyer
Balls,1138,1460,795,920,Shimron Hetmyer
Highest,93,139,81,75,Shimron Hetmyer
Average,27.93,32.06,20.04,30.59,Shimron Hetmyer
SR,73.64,105.42,118.50,152.94,Shimron Hetmyer
Not Out,0,3,5,27,Shimron Hetmyer
Fours,85,117,63,87,Shimron Hetmyer
Sixes,27,56,47,91,Shimron Hetmyer
Ducks,0,3,4,2,Shimron Hetmyer
50s,5,4,5,5,Shimron Hetmyer
100s,0,5,0,0,Shimron Hetmyer
200s,0,0,0,0,Shimron Hetmyer
